content,label
"Knp nama & nope pembeli nya jd di sensor??? Saya jd susah mau hubungi pembeli klo ada barang yg kosong, krn 80% pembeli langsung membuat pesanan & tdk pernah menanyakan stok saat ingin membeli. Menghubungi nope pembeli adlh langkah kedua jika pembeli tdk membalas /melihat chat Shopee, KRN GA SEMUA PEMBELI SADAR /SUKA UNTUK MELIHAT /MERIKSA CHAT SHOPEE dan itu pengakuan dr pembelinya sndiri yg bilang ke saya saat dihubungi nope nya via WA. Spertinya seller makin kesini makin dipersulit ga sih..",0
Banyak penjual yang suka bohong,0
"Aplikasi bermasalah tidak bisa isi pulsa, token listrik dan lainnya",0
Kok susah bgt buat log in sih. Gaada pilihan verifikasi lainnya lagi. Saya coba log in tapi di suruh verifikasi wajah tapi gagal terus. Udah dicoba berkali-kali ke tempat yang lebih terang tetap saja gabisa🙏,0
"woi perbaiki dong, sering kembali ke halaman awal, banyak kalai biaya tambahan apalah, grtis ongkir juga jarang bnget, voucher banyak tapi gak bisa di pakai, ahhhh ancur shopeee",0
"Shopee di hp gua eror, mohon segera di perbaik segera",0
Sudah di perbarui kok malah tambah lemoot.gimana dong jadi males buka aplikasinya.tolong dong kak.biar lncar kaya sebelumnya..,0
"Kenapa sekarang shopee tidak berfungsi semana mestinya, masa buka shopee selalu ada tulisan ""UPS,halaman sedang dalam perbaikan mohon tunggu sebentar! Kembali ke halaman utama, tapi di klik tetep aja begitu terus. Tolong dong",0
"Mau didownload kok susah, hp nya hrs instal ulang gmn si",0
Skrng shopee pay ga ad free ongkir smua dikenakan admin,0
Kenapa shopee sekarang untuk voucher gratis ongkir 0 rupiah hanya dipotong ongkirnya? Mau beli barang malah mahalan ongkir Shopee sekarang gak kaya dulu,0
Ongkir mahal amat mending blanja di market place laen,0
Makin lama shopee makin lelet.kadang aplikasinya susah di buka pokonya shopee sekarang makin menjengkelkan.,0
e3 RT,0
shopee makin lama aplikasinya makin berat suka heng capek deh,0
Biaya penanganan terlalu membebani pelanggan Aplikasi semakin berat di jalankan Piye to gan?!,0
Aplikasi nya lemot dan ngeboost. Bikin kuota cepet habis. Terkadang nge lag juga,0
"Biaya paylaternya terlalu besaaaaaar,,😬",0
Ongkirnya mahal dishopee tolong dong perbaiki lagi.. Mahalan ongkirnya kebanding harga barangnya belum lagi ada biaya bebannya duuhhh,0
Ga pernah berhasil ngajuin shp later,0
Cara matikan autoplay video gimana????? Di komentar autoplay di produk juga autoplay,0
Ini jadi knapa sih dari kmarin udh d update masih aja gabisa dibuka..halaman masih perbaikan mulu,0
"Suka ngelag, waktu mau bayar pake shopeepay sering erorr",0
Tolong untuk driver pengiriman nya kalau shoppe kasik fitur cod ya udh gpp knpa harus maksa buat TF kecuali orange gak ada di rumah baru bisa TF orange ada di rumah suruh TF mana lagi pengiriman nya cuman shoppe aja gak ada pengiriman lainya kayak j&t Tah jne gitu,0
Aplikasinya mulai lemot,0
Kamuu nanyaaaaaa☹️,0
Luemotttt nya gk ketulungan,0
"Min Kok tiba2 log out ,terus gak bisa masuk",0
Kenapa skg jd lemotttt,0
"Lama bet loding nya najis, pdahal sinyal bagus",0
"Shopee sekarang bad banget, loading mulu mau cek saldo shopeepay ga bisa dari bulan lalu Hari ini juga pembayaran transaksi gagal terus2an, hangus dahh semua voucher diskonku. Tolong dong ga usah dikasih ""kami sedang memuat fitur"" itu bikin ribet banget perasaan dulu ga ada kayak gitu dehh",0
"Skrg ga bs pilih ekspedisi. Plng ga suka kalo pake shopee standar express. Srng lwat estimasi. Muter2 ga jls. Msa dr demak ke pml yg sm2 Jateng, rutenya ke jkt dulu trs ke smrg baru ke tujuan. Smpai lwat estimasi. Tlng diperbaiki utk ekspedisi. Andai aja bs mlh ekspedisi, ga kan mlh sshopee standar express. Bikin dongkol..",0
Makin lma mkin jlk sja ...buat lihat vidio sja tdak bisa asal2n ini mntang2 bnyk yg blnja di shopi,0
"Kecewa dengan aturan yg baru, Biasanya beli liquid di VapeStore langgana Eh sekarang malah nggak bisa",0
Lemot bgt sumpah aplikasinya,0
gk bisa cod,0
Tolong dong kok saldo SHOPEE pay saya hilang!!! Saldo ya masih lumayan masih 498rb lagi. Gimana caranya saldo saya kembali!!!,0
"Makin diudate aplikasi malah makin berat, ngelag, kadang suka gak respon, padahal koneksi internetnya bagus, pun demikian dgn perangkat yg digunakan bisa dibilang mumpuni. Parah... parah...",0
Ini aplikasi sering kli lelet geram banget susah jdi nya tolong diperbaiki lagi lah developer nya,0
"bagus, tapi kecewa sekarang pake voucher ongkir percuma! udh pake voucher masa tetep 22.000 padahal sesama pulau Jawa. walau ada potongan tapi cmn 2-3k doang buat apa? udh mls blanja di shopee",0
Saya mulai kecewa pkai shopee..skrang biaya admin sama penanganan tinggi bnget/mahal..,0
"Aplikasinya sekarang berat , susah masuknya juga. Mohon di perbaiki",0
"Ini kenapa buka gambar jadi lemot gini, gara2 ada shopee video... Semakin diupdate semakin lemot...",0
Pengiriman lambat masak sesama Kediri harus muter dulu lewat Surabaya - malang ongkirnya mahal,0
Sekarang vocher yg di gunakan tdk sama kya dlu lagi blanja minimal Rp0 potongan vocher sharusnya 40k tpi skarang klo gak Minimal Rp120 baru potongan 40k pengiriman luar kota...nyesek si ongkirnya bnyk bngt yg blm ke potong vocher,0
"Shoppe jelek banget skrg, aplikasinya sering lag. Ditambah skrg pelit bgt ngasih free ongkir, ga kek dulu lgi. Manaan biaya tambahan naik juga",0
Lemot bener aplikasinya bos. Jaringan sudah stabil & aplikasinya juga sudah update tetap aja lemot bos.,0
"Kenapa habis pembaruan apk malah lemot, akun saya keluar sendiri,, mau buka produk ga bisa,, mau chat cs juga susah ini kenapa sih malah ancur abis pembaruan.. TOLONG YA DI TINDAK LANJUTI",0
"si Super lelet setelah update terakhir, setingkat s22 Ultra masih lola ni shopee apa lagi di handphone biasa... Hadeuuhh....kpd pihak shopee mohon di perbaiki lagi sistemnya",0
pinjaman spaylater/spinjaman tolong di kasih waktu 24x ato 35x donk. biar klo limit besar bisa kebeli tp angsuran ringan. masa pinjaman cuma 12x mau beli angsuran kemahalan. mohon di dengarkan.,0
"Bro saya udah instal ulang, saya udah hapus cache, udah ini udah itu tetep aplikasi gak bisa di buka (JAWAB YANG BENER BUKAN PAKE BOT)",0
Mungkin mau bangkrut aplikasi nya lemot banget dan daftar paylater pun selalu di tolak terus padahal data benar dan valid tapi tetap tidak bisa. Lebih baik gausa di kasi fitur paylater kalau tidak bisa di gunakan. Saya aku i aplikasi belanja online terburuk yang saya temu i ya shopee,0
Kk gk bisa didownload si,0
"Lemot banget, ngga bisa ke buka",0
"Knapa tdk bisa d buat melihat video ,video review,chat ke driver shopeefood tdk bisa,lemot Tolong dong diperbaiki lg",0
Apaan sih sinyal bagus penyimpanan masih banyak masih aja ngelag gajelas,0
Padahal seneng banget belanja di sini.to terakhir2 ini apkikasi susah dan sering error.kauak ngelage gitu.dipencet susah banget,0
Berat bgt aplikasinya. Lihat gambar saja sulit,0
"Shopee skrg mahalll, gratis ongkir ga sepenuhnya, dan bnyk bgt biaya penangananya, dr blanja smp k topup pun pake biaya.. Udh mh pengguna lama kga ada hadiah/THR nya. skrg jd mls blanja d Shopee 😪",0
"Shope gak jelas sekarang beli paket data proses sudah selesai.tapi paket data gak ada alias masih kosong.buang""duit tau gak",0
"Kenapa shopee dari kemarin tidak bisa dibuka,selalu kembali ke halaman utama,sedang perbaikan",0
"Kenapa di 2023 shopee lemot yaa , jaringan 4g bahkan pakai WiFi juga lemooootttt",0
Makin gak jelas aplikasi lemot,0
"sejak ada video, shopee makin lama makin lemot, kalo buka bkn hp cepet panas, pdhl ngga di liat jg video-nya. balikin kyk dulu lg napa ya? murni buat jual beli, drpd ada video isinya sampah semua",0
Kok skrng top up ada biaya admin jadi 1.500K sih,0
Barang2 shopeememang the best,0
Sulit untuk check out pdhl jaringan dah bagus,0
Ongkir daerah Kalimantan masih tinggi ya di shopee,0
"Apa artinya GRATIS ONGKIR DAN VOUCHER kalau harga tetap ditambah biaya penanganan,dll bukannya untuk klaim vc dpt diskon dbwh harga malah harga jauh diatas. Dan ekspedisi HEMAT SHOOPE EXPRESS sangat sangat tidak bs diharapkan👎 cth barang 1 minggu dipickup gudang transit shoope express mau hubungi kurir aja susah tdk ada tindak lanjut!!!",0
"Akhir akhir ini aplikasinya Shopee susah di buka sering blank padahal spek poco f4 pro ga jelek"" Amat -_-"" Miris",0
Hp satunya tiba2 rusak mati total Pas ganti hp mau masuk Akun harus verifikasi QR yg harus di konfirmasi hp lama JD gk bisa login. Mana shoppe pay nya masih banyak,0
"Aplikasi shopee sekarang lelet lemot bnyak menu2 nya yg gak bisa dibuka dan yg bs dibuka juga lama loadingnya sistemnya jg error trus padahal jaringan internet stabil yg lain lancar2 aja dibuka kalau mau diberi rating yg tinggi dan ulasan yg bagus diperbaiki dong aplikasinya dan diperlancar jg sistem nya sampe2 ini shopeepay nya jg sekarang gk bisa dibuka selalu debug, dan penggunanya banyak yg mengeluh skeang.",0
Kenapa di aplikasi shopee masih bnyak akun penipuan siii??,0
Apk jd tambah lemot bgt,0
Kenapa saya tdk Bisa Memesan di shopee Alasanya Krna Sya melakukam aktivitas lainn pdhl sya Pngguna Baru,0
Kenapa shopee ini engga bisa pembayaran cod..???,0
Kenapa aplikasinya makin gak jelas ya... sementara internet stabil.. dan sudha di update.. Makin parah shopee kenapa seperti ini mau bayar tapi gk tebuka loh aplikasinya,0
Kenapa selalu eror pas update,0
"Ini knp gbs masukkkk ,suruh try again later😭😭😭",0
Saya pengguna baru,0
Kok tambah lemot ya...,0
"Mau nanya min apa apk shopee harus diperbarui terus ya, kok apk shopee punyaku nda bisa dibukak tiap cek produk slalu disuruh muat ulang halaman",0
Kenapa saya tidak bisa download aplikasi shoope?.,0
Malas bgt hampir tiap bulan di suruh update kadang sedang dlm masalah kembali ke halaman utama gk gerti gw,0
Makin lama makin lemot Dasar apk asu Mending pindah ke tik tok shop aja,0
"Makin lemot sekarang ... mau chekout , terus keluar notif kembali ke halaman awal dan ngeclose sendiri",0
Lemot bgt sumpaaa :( mau buka shoppepay kaga bisa mulu heran,0
Saya suka lbh gampang dan lebih puas dlm blanja di app sini,0
"Ganti hp untuk login susah selalu gagal... verifikasi wajah gagal terus,ga bisa login!! Tolonglah di perbaiki lagi sistem nya..",0
"Lambat,seperti kepatiannya dia",0
Kenapa saya download berkali2 malah GK keinstal2 ulang2 ters maksdnya apa ya,0
"Dulu shopee tu lancar jaya, sekarang mau co aja muat ulang terus,pdhl jaringan bgus juga Di mana salah nya",0
"yang semakin rajin update nya ,,klo pelu 1 hari skali",0
"Saya berharap kepada shoppe kalau mau fitur seperti TikTok buat terpisah supaya tidak banyak beban di server mungkin,shoppe jangan seperti BBM dulu yang sukak leg",0
"Tidak memuaskan,",0
"Sebenarnya kalau dari fungsi Aplikasinya tidak ada yg kurang, segalanya ada dalam 1 aplikasi.. Harga barang juga terbilang murah, yg jadi buat males lama² pakai aplikasi e-com ini, bagian jasa pengirimannya.. harga barang tidak seimbang dg ongkirnya, malah kesannya hanya menguntungkan pihak jasa kirim,. Belum lg beli barang di Jakarta ke Bali, sampainya Sebulan. Tunggu barang dtg dulu trs hapus akun dah, gk install beginian lagi, kapok.",0
Aplikasi yg menarik,0
Masih sering mengalami masalah dengan koneksi. Padahal sinyal bagus entah wifi atau seluler masih ada masalah dengan koneksi,0
kenapa habis di updete malah muncul kembali ke halaman padahal mau angsuarn sopy leter,0
Udah 24jam lebih saldo belum kembali.. Pas pengajuan pengembalian dana... Malah di bikin ruet sama shopee..taiiii,0
Wah,0
Aplikasinya lelet,0
"Kok setelah update ke versi terbaru malah sering muncul tulisan ""aplikasi mendeteksi aplikasi yang di gunakan belum update, mohon update dan restart aplikasi "" padahal sebelumnya yang 10.10 ga pernah minta update. Setelah update ke 12.12 malah minta update terus pas checkout. Udah di uninstall dan install lagi tetap saja kayak gitu. Gimana nih solusinya shopee?",0
Seketika freez tak bisa bergerak aplikasi nya. Nyam nyam dah,0
"Sekarang shopee tambah tinggi level nya, tambah pelit gratis ongkir sama cashback 😏",0
Sekarang lbh parah,0
"kenapa skrg ada biaya pelayanan ya, lumayan jg lagi biayanya , mana lemot bugi banget",0
Makin update makin lemot aplikasi ini,0
"Entah knp sekarang ongkir nya kembali mahal lagi, tolong perbaiki harga seperti biasa aja dong, kasian untuk pengiriman beda pulau biaya terlalu mahal",0
"Shopee semakin lama kualitasnya menurun, voucher semakin sedikit, setiap buka sering banget eror, harus perbarui terus setiap bulan.",0
"Event 10.10 / tgl kembar hrsnya gratis ongkir kan min 0 blanja? Pi knp ttp ada ongkirnya pdhl udah pd d klaim voucher2 gratis ongkir, makin kesini makin pelit",0
GGau by JM GG a GG www g mm=[!.!= Na ++{✓1#@jacjha BB J,0
knp saya gk bisa cod,0
"Aplikasi bagus,mohon dikonfirmasi untuk pengambilan uangnya",0
MQKIN LEMOT PADAHAL JARINGAN BAGUS!! DAN 1 LAGI SPINJAM DAN PAYLATERNYA MAKIN NAIKNYA PARAH SI ADMIN DAN BUNGANYA GA KAYA DULU! GAKAN LANGGANAN LAGI!,0
"Apk nya terlalu berat,, biar sdh terbaru pun tetap lelet dan jarangan 5g pun tetap lelet",0
suka beli di shopee tapi di update malah jadi buriq,0
Kenapa misal masuk shopee pasti mohon tunggu sebentar halaman sedang dalam perbaikan 🤔,0
"Makin hari makin lag, update kok ngebug mulu tot",0
"Tolong kembalikan sistemnya seperti dulu. Knp no pembeli di sensor, seller jadi susah untuk konfirmasi ke pembeli apalagi klo dihubungi akun pembeli tidak aktif. Bisa disalahgunakan opsi COD klo seperti ini",0
Ngeinstal aja kenapa lemot bangett,0
Hnya mndapatkan limit kecil pdahal shopee perusahaan besar dan terkenal tpi pelit dengan limit,0
Shopee skrg luar biasa lemot.. Jadi males mw cari2 produk lewat shopee... Lemot bgt..,0
Aplakasi ini berguna bangat buat beli apa aja poko nya kebutuhan aku serahin seh di sini harus kalian coba yaa apalaksi inii aku kasih 100/100,0
"3 tahun lalu aplikasi nya bagus Tapi sekarang benar benar jelek, lemot pas login, ga bisa ganti kurir, stuck di berberapa fitur, dan aplikasi makin berat Makin kecewa, ditambah susah banget buat stabilnya Padahal jaringan bagus & sudah clear cache tapi ya sama saja",0
"Mau isi token gabisaa, anehhh smakin diperbatuhi smakin lelet",0
Di deskripsi gratis ongkir tp sama aja gak dapet gratis ongkir...,0
Sederhana Aja Masih Harus Diperbaiki Pelayanan COD-nya Lebih Simpel Harus Tepat Waktunya berinilai saya Cukup Aja,0
"Banyak kolom ga penting jadi bikin apknya lemot. Hapusin aja tuh kaya video dll, gaguna asli. Bug nya juga tuh perhatiin lagi, gua udah milih ekspedisi apa malah ga keubah, tingkatin lagi dong. Gimana si. Huuuuuu",0
"Loading lama sekali apalagi bagian Tagihan menu dalam tagihan gak bisa di buka kaya cuma gambar , jadi gak bisa beli pulsa listrik... Mohon di perbaiki...😭🙏",0
Makin lemot...payah,0
"potongan ongkir dikit, bayar pakek shopepaylater angsuran gak berkurang pdhal udh dpet gratis ongkir kebanyakan uang penangan trus 🤣",0
"Cocok bintang 2, aplikasi paling lemot ... masa sering error.. woy paket saya banyak lucu kali suruh cek jaringan mlu.. aplikasinya aja makin buruk nglawak...",0
Aplikasi shopee terlalu banyak fitur terlalu rame ga karuan. Seharusnya aplikasinya difokuskan pada belanja online nya aja tanpa ada fitur video2 didalamnya dibuat ringan pas dibuka dan diakses. Makin sering update bosan.. mending kalau ada perbaikan lebih ringan dan tanpa video. Makin males pake shopee. Maaf ga bisa beri nilai bagus selama belum ada perbaikan.,0
Erorrrr,0
Shopee sekarang lemot aplikasinya saya pikir jaringan saya. Ternyata memang aplikasi nya lemot... Bukan saya saja yang merasakan tapi teman teman saya yang lain sama seperti saya... Tolong dong Shopee di tingkatkan lagi seperti dulu... Terima kasih,0
"Bugsnya banyak bgt, suka ilang²an gambarnya pdhl udh update hiksss",0
Lama2 ga enak pake shoppe.. lebih ke tiktok,0
"Berat apk nya, susah buka dan sering error",0
Shopee makin ga jelas makin ribet aja. Asal maen hapus akun aja . Akun di blokir perangkat di blokir. Harus nya yg di hapus itu produk yg di larang nya aja jgn akun nya sm perangkat nya yg di blokir juga. Paraaaaaaaaaaaaahhhh sistem nya makin 👎👎👎👎👎 . Lbh enak di toped ga ribet,0
LEMOT BANGET APK NYA,0
BOSEEEN LIHAT IKLAN NYA DI MANA2PELAYANAN BURUK,0
"Knpa skrg tiap di buka harus kembali ke halaman utama , dengan kata sedang perbaikan , padahal playstore nya nggk ada pembaharuan , kalau uda bisa di buka baru saya kasih bintang 5",0
"gapapa deh ga gratis ongkir 100%, tp mintol jgn ngebug gini dong setelah update, yuk bisa yuk shopee kaya dulu lg",0
Tidak bisa melakukan pembayaran menggunakan shoopepay,0
Dengan ada ny aplikasi shopee sangat2 teliti pilihan barang di shopee 👍👍,0
Lemot banget,0
Shopee jadi gak ada gratis ongkir nya😌,0
Susah buka shopi...lodingnya lamaaaaaaaaaaaaaaa,0
Makin lama makin susah pake apk ini kenapa sekarang beli pulsa bayar pake SPayleter engak bisa?,0
Ganti namanya jadi shopee lemot,0
"Parah sekarang kebanyakan biaya tambahan,biaya lain2,,biaya penanganan,,biaya layanan,,bla bla bla,,,knp tidak sekalian biaya pengemasan,,biaya tanya jawab...biaya admin...jangan sampai ntar kayak bukalapak di tinggalkan pengguna.",0
Apah sih masa update doang ajh lma bangt pdahal aku baru ngisi paketan tpi kok ke ginih,0
"Belanja disini emg puas , tp kenapa akhir akhir ini pemesanan paket selalu tidak tepat waktu , banyak bug klo masukin keranjang dan check out . Tolong perbaiki . Tingkatkan lagi untuk kepuasan berbelanja di sini .",0
"aplikasi kadang lemot,kadang hank,",0
"Makin kesini makin lemot aja.. pgn belanja praktis malah bikin bete, habis wkt krn apk yg susah dibuka. Ada baiknya krgi saja fitur video /reel",0
"Ngefreeze, Potong ongkir cuma 5.000, ngelag. Kok bisa Potong ongkirnya cma segitu??",0
Min kenapa saya tidak bisa mebatalkan pesanan min?? Admin tokonya tidak membalas pesan saya min! Tolong responnya Min shopee🙏,0
"Kalau masalah barang bagus remondasi dan sesuai,setiap mw aktivasi spaylater kenapa selalu di tolak udah 2x di tolak sangat buruk shopee di kasih 2 karena nggk memuaskan",0
"Gangerti sama shopee , knapa limit spaylater sama spinjam saya dikurangin , padahal keterangan nya harus belanja terus dan catatan pembayaran nya gboleh telat , udah capek² naikin limit malah dikurangin tanpa ada alasan nya , kecewa banget",0
Kok lemoooooooooootttt siiiiìiiiiiiiiìiii????????,0
"Sangatt lemott ,,,😴",0
Dari sore ngelag dalam perbaikan terus gak selesai2 padahal mau cekout trs skrng kok jd jarang gratis ongkir tambahin potongan harga biar makin banyak yg Belanja biar gak kesaing sama yg itu,0
"Shopee pay di buka, ga bisa di pake, tapi kalo pake pembayaran lain malah bisa, aneeh",0
"Merugikan penjual yang meraup untung sedikit... Biaya administrasi mahal, ada lagi biaya layanan.",0
Barang dikirim saler salah harusnya pesan 1 lusin tapi dikirim 1 pas bayar pakai koin setengah dan setengahnya lagi pakai splatter pas mengajukan pengembalian dana malah cuma dana splatter yang balik koinnya ga balik. Kenapa bisa seperti itu ya? Satu lagi tolong hapus aja ekspedisi anter*ja soalnya lama pengiriman Bogor Bekasi masa sampai 1 Minggu biasanya pakai jn* paling 3 harian. Coba lebih diperhatikan lagi.,0
Kenapa shopee sekarang searching produk ko ga muncul...ada apa denganmu wahai shopee?,0
pelit promo,0
Berinteraksi dengan choki jawabanya hanya dua YES dan NO maklum hanya robot yg monoton,0
Terpaksa pakek apk ini.Shopee LEMOT KALAH JAU SAMA LAZADA.ANDA ANJINK,0
"Shopee lemot skrg kebanyakan gaya, gara2 ada video jadi lemot parah. Padahal suka, skrg jadi ogah2an pakek, mau bukak aja lemot. Pdhl sudah di bersihkan chace nya juga, temen2 jg pada bilang shopee skrg lemot parah",0
"Payah mau bayar susah dibuka aplikasinya,,,apa gak pengen dibayar x ya",0
Tolong bantu saya. Akun shpee saya gak bisa login gara gara ganti hp,0
"Akhir-akhir ini jadi susah buka shopee. Keluar sendiri melulu. Katanya, halaman sedang dalam perbaikan, kembali ke menu utama. Begitu terus. Padahal sudah hapus chache, sudah update aplikasinya, dan memori hape masih tersisa hampir 70gb. ****** Akhirnya bisa normal kembali dengan cara install ulang.",0
"Proses loading aplikasinya lambat,",0
Orang tuh mao beli barang Bukan maen game mesti ngeleg melulu Sinyal full ram 6 masih muterrrrr aja apk nya,0
"Iya kenapa setelah update terakhir sering muncul ""Ups, halaman sedang dalam perbaikan..."" Dan itu gak sebentar",0
Shopee sekarang lemot bgt pdhl sinyal bagus juga kenapa yaa sekarang padahal udah klaim gratis ongkir tapi pas mau checkout belanjaan gak ada gratis ongkir nya gabisa dipakai padahal udah ngikuti sesuai anjuran,0
Shopee makin lemot setelah perbaikan sistem chat kadang gak masuk dan ngirim chat gak bisa harus hapus aplikasi dulu baru download ulang kembali agar normal seperti semula asli bikin jengkel kita para penjual yg pembeli chatnya gak masuk,0
"SHOPEE FOOD MAKIN GA MASUK AKAL, BIAYA LAYANAN 4000 KADANG BIAYA TAMBAHAN RESTO 3000 YA BUAT APA NGASIH DISKON ANJIRRR",0
Versi yg skarang shope ribet harus vertifikasi wajah terus,0
Kenapa ya sekarang shopee ngeleg terus tolong diperbaiki,0
Kenapa sekarang gratis ongkirnya minimum pembelianya jadi mahal sekali 😩😫,0
shopee makin hari semakin lemot aja. udah update terus. ga sebanding sama tiap bulan update,0
Kenapa shopeefood tdk bisa berfungsi sebagaimana mestinya..kecewa,0
Mau voucher yang 10 ribuan dong,0
kurir shoope expresnya suka skali menyelesaikan orderan tpi brg blm smpe tujuan. pdhl sya pengguna lama n g prnh CoD.,0
Gagal download Aplikasi shopee kak.,0
Aplikasi shopee makin ke sini makin lemot aja ya aplikasinya...tidak seperti aplikasi ecomerce yg lain hadeh gimana gak mau kabur nih pelanggan shopee,0
"Cok asu.beli di shope ketipu.pas mau di di pengembalia paket di tolak sama pihak shope,dikarenakan tidak mengirimkan paketnya.gw pesen ampli,yang datang apa cobak botol.terus pihak shope.pas udah di kirim mlah uang gw ludes asu.shope celeng mending hapus aja asu",0
"Taik,, aplikasi eror, game buble kya kunyuk",0
Sekarang jadi lemot banget,0
sudah update malah gk bisa di buka,0
1aa aada 1Am,0
Makin pelit ongkir. Ga ngerti sih definisi 'gratis ongkir 0 rupiah' tu gmna konsep ny. Semoga lekas membaik ya gws shoope,0
"Top up shopee pay bermasalah ,lambat penanganan",0
Ko error' terus ya,0
Top,0
Setelah update jadi lemot banget... Gambar produk lama banget muncul nya,0
Tingkatkan gratis ongkir,0
Maaf min ini kayaknya ada bug atau error pas mau aktifin shope pay malah gabisa harus download ulang appnya udah download ulang beberapa kali masih gabisa,0
"Aplikasi lemot,koin yang udah terkumpul lama-lama berkurang sendiri padahal belum pernah di pakai,rugi kalo rajin ngecek koin tapi lama-lama berkurang",0
"Sering error sejak update,cache juga sdh dibersihkan masih sering error pas buka juga lama sdh di klik barang nya ngelag balik lagi ke halaman awal",0
"Pernah kasih bintang 5. Sekarang saya cabut. Kecewa berat. Banyak biaya2. Biaya layanan lah. Biaya penanganlah. Klo tambah oke sih gak masalah. Lah ini,,,, tambah buruk.. ngelag atau gimana ya. Nungguin gambar muncul sampe ubanan. Emosiii.... Perbaiki lagi... Karena saingan banyak. Kami dengan mudah bisa beralih ke yang lain",0
"shope sekarang pelit banget dah,gratis ongkir nya cuma 15rb maksimal.pliss dahh kembali kayak dulu lagi dong shope kalau gak balik aku mau pindah ke lazada aja deh",0
"produk lengkap, tapi aplikasi berat banyak hal hal gapentinv yang bikin nambah berat",0
"Knpaa ya sekarang shopeee lemot, kirain jaringannya yang lemot ternyata emang app nya, padahal kemarin2 enggak, sekarang jadii males lama2 di aplikasinya shoppe, udah coba di hp lain pake data SMA ajaaa lemot, udah mlesss jadinya pake app ini😐",0
Kenapa sekarang spaylater nya cuma bisa sekali checkout aja ya,0
Gimana update shoppe gak bisa ulang ulang meluluh,0
Meningkatkan performa apaan. Ini Shopie makin lama kelamaan tambah jelek aja ini. Lelet amat. Masak paket data dah full jaringan masih aja leemmott.. parah. Selalu minta refresh padahal dah di clear cache. Apaan ini Apk update terbaru masih aja lambat.,0
"Loading terus, terus loading, loading terusss👎",0
Eqa 22awaaa@aw2,0
nambah lola bgt Sekarang.,0
Beberapa hari ini shopee selalu ada perbaikan di game terutama tolong cepat di perbaharui lagi rasanya semakin kedepan semakin bayak kecewa ya,0
Udah lama pake app shopee buat belanja kok sekarang gini sih masak mau bayar via shopee pay gagal terus dicoba terus ttp gak bisa sangat disayangkan dan mengecawakan,0
"Ini aplikasi Shopee saya dan suami saya knapa yaa... Setiap buka aplikasi mau belanja atau mau ngecek barang yg udah di beli selalu ada kata2 ""Ups, sedang ada perbaikan atau apalah itu trus di sruh ke halaman utama... Jd malesss buka Shopee... Cuma kan jd kasian seller yg udah saya beli barang nya saya mau kasih bintang atau sekedar ngklik barang sudah saya Terima aja gak bisa!!!... Apa ada yg sama kendala nya seperti saya???!! Trus saya hrs gimana niy?? Uninstal atau gimana????",0
"G ada yg diharepin dri shopee expres, lama bgt. Ga sekali dua kali paket biasany 3 hari jadi 6 hari. Udh bayar biaya tambahan, malah ga da kemajuan🙏",0
Sopi semoga selalu amanah amin,0
Aplikasi nya eror barang nya udah sampai eh tapi statusnya masih . Pesanan sedang di antar ke alamat tujuan,0
Masih dicoba semoga semakin baguss,2
Ramadhan berkah..🙏,2
Shopee memang jos lah pokok nya,2
Lumayan,2
"Kadang,bgus kdng lmbt sring kejadian klw sdh sy cekout loding,",2
"sudah di perbarui tapi di scroll lebih dr 5 menit ,lsg lemot..ngelag g bs di klik , ngeganggu banget kalo lagi scroll scroll",2
Pls aku mau balikin barang udah milih lokasi tapi ga bisa di pencet😭,2
Kenapa gua kasih cuman binatang4 karna gua sering ketipu hehe,2
"Senang belanja di shope barang ny cepat datang pelayqnan nyq mudah ,hanya saya masih bingung cara menggunakan pembayarqn dg shopepay",2
bagus bgt,2
Sangat suka. Bisa berbelanja dengan mudah,2
Oke lebih mudah cari sesuatu di shopee,2
"Apk online market saya cuma Shoppe, dan saya gak ada masalah soal perform apalagi kepercayaan saya sama Shoppe. Tapi sayangnya iklannya gak ada obat capek saya, waktu browsing baca komik, novel di google iklannya muncul terus, dan yang memperparah auto masuk ke apknya, gitu terus dan dengan terpaksa saya hapus ni apk, ya nanti download lagi kalo perlu. Mohon maaf tapi mohon dimengerti dan diperbaiki, ngiklan sih oke cuma jangan ganggu aktivitas orang!!",2
Lemot skali,2
Semua.nya ok bnget. Bahkan harga pun bersahbat.. Tp kenapa gratis ongkir untuk splater hampir tidak ada 😭😭😭😭😭,2
sopi c o d sopi c o d bayar langsung dijajah,2
knp fitur spinjaman diakun sy gk muncul iya? klo udh muncul sy ganti jadi bintang 5,2
Menyenangkan....,2
Semoga menjadi rezeki yang halal dan berkah amin,2
Bugus,2
bagus,2
Suka blnja dishopee krn ada fitur Spay latternya dg selisih hrga cash yg tdk terlalu jauh,2
kenapa kalo buat nyari vape ga nongol yaaa,2
"Update ulasan. Aku kasih bintang 4 ya karena sekarang banyak biaya tambahan. Aplikasi nya makin berat ke handphone, sering banget sinyal bagus tapi loading.",2
Bgus banget gaada kendala apa apa👍👍,2
Oke,2
Tingkatkan lagi kualitas dan kuantitas agar lbh baik,2
Top banget.. trus amanah.. klu ga cocok brg pas datang returnpun dkasih gratis,2
Mantap,2
Lumayan,2
Mau ganti sandi shopee pay aja ribet banget belum kode otp nya harus nunggu lagi,2
Bikin puas,2
Maaf cuma ngasih bintang 4 soal nya GAK GRATIS ONGKIR,2
Ok banget,2
